no	tempo	potencia	taxaMAC
3	12,782952904192	-20	60
4	12,984890939197	-10	70
1	13,000047271226	-15	70
4	13,034031758773	-10	80
2	13,247219832953	-10	40
3	13,263470593991	-20	50
1	13,466580682969	-12	60
4	13,472518298308	-10	70
5	13,483064617158	-10	70
3	13,706878837665	-15	70
5	13,736018259642	-10	50
4	13,945458098765	-10	70
2	13,967645070959	-12	80
3	13,971005339507	-15	70
5	13,991236954217	-10	60
1	14,201379941246	-12	60
4	14,206615580195	-10	70
3	14,441366944211	-15	80
5	14,463396629297	-10	70
4	14,469101229078	-10	80
4	14,700571100681	-10	80
2	14,916025312937	-15	90
1	14,927586595952	-12	60
4	14,955087938711	-10	80
5	14,959381988045	-10	40
5	15,198586125864	-10	60
3	15,40490290096	-15	80
4	15,414590204602	-10	80
1	15,629888225034	-12	60
5	15,65691775742	-10	70
4	15,67918518136	-10	80
3	15,866123666044	-20	100
2	15,868779972925	-12	50
5	16,123999532231	-10	60
4	16,349375983661	-10	70
3	16,360548141561	-15	70
1	16,363358908168	-15	70
5	16,370967809858	-10	70
5	16,613032621397	-10	90
2	16,624126169307	-15	100
3	16,832628399473	-15	70
4	16,856925307796	-10	70
5	16,870751269869	-10	80
1	17,096205550494	-12	50
4	17,101598363108	-10	90
2	17,106987878459	-12	40
5	17,11604866307	-10	70
3	17,332677933402	-12	40
4	17,335490118767	-10	80
5	17,57195858851	-10	50
3	17,786711138272	-12	60
1	17,809444225175	-15	70
2	17,820382253059	-15	90
4	18,034352924882	-10	60
5	18,262463443535	-10	80
4	18,277775982532	-10	90
3	18,283870007188	-15	70
4	18,525604913958	-10	80
2	18,549557162665	-12	50
3	18,552324107952	-15	70
5	18,557602816793	-10	50
1	18,752122390505	-15	80
4	18,991716915693	-10	60
5	18,997731879128	-10	90
4	19,036434332615	-10	90
3	19,232796318549	-20	60
2	19,23553056642	-15	80
5	19,267169103002	-10	80
1	19,462547408997	-12	60
4	19,492781859375	-10	60
5	19,519028971793	-10	80
5	19,948221694522	-10	60
3	19,953377825886	-15	40
4	19,976893572998	-10	60
2	20,192035263812	-15	80
3	20,200424988694	-20	60
1	20,218205120062	-15	90
5	20,22211197753	-10	80
3	20,441552304451	-15	80
4	20,471161550156	-10	60
5	20,662506318707	-10	40
4	20,706879162497	-10	70
3	20,712475743127	-12	40
2	20,92308549767	-15	70
5	20,935271549881	-10	70
4	20,953320164388	-10	90
1	20,956754590841	-15	80
3	21,146274260975	-12	50
5	21,191662858018	-10	90
4	21,418759940309	-10	50
5	21,438053999126	-10	70
2	21,622885999224	-12	60
3	21,63272971025	-15	70
4	21,877949696951	-10	70
5	21,883652427839	-10	80
3	21,895918841026	-20	60
1	21,90911869102	-12	50
5	22,140120958145	-10	80
2	22,361982800141	-12	60
4	22,36662330253	-10	80
3	22,377374341223	-20	60
1	22,60337364069	-15	90
4	22,610015723483	-10	90
5	22,629388448483	-10	70
3	22,855733435	-20	60
4	22,866016944399	-10	70
5	23,062799254213	-10	80
2	23,317784412751	-15	80
5	23,326455406162	-10	80
3	23,330675667143	-15	70
4	23,33762861898	-10	70
1	23,547379583918	-20	90
5	23,576518593134	-10	70
4	23,795255816036	-10	30
5	24,042116217594	-10	80
3	24,04735112657	-20	60
2	24,264992598895	-20	100
4	24,271945678515	-10	60
3	24,282727185038	-15	80
5	24,315693157144	-10	60
1	24,529819934742	-15	80
4	24,557478228782	-10	80
5	24,784415070788	-10	50
3	24,794808128611	-15	70
4	25,010339868843	-10	60
5	25,222278460115	-10	80
2	25,244778047439	-20	90
1	25,251104695652	-15	70
5	25,465545057358	-10	70
4	25,47148272279	-10	70
3	25,48398286983	-15	80
5	25,73295208037	-10	80
1	25,746542933294	-12	60
4	25,964188245514	-10	40
3	25,970204202367	-20	60
5	25,992701490119	-10	80
2	26,194095743694	-15	80
4	26,196986254677	-10	90
3	26,423456102509	-20	50
5	26,458767366637	-10	70
1	26,474311582977	-12	60
4	26,668597911148	-10	60
3	26,691879595915	-20	60
5	26,697502787336	-10	80
4	26,953896144642	-10	80
3	27,14185024363	-15	80
2	27,158178331201	-20	90
1	27,164192466599	-15	70
5	27,186223636546	-10	70
4	27,192475426005	-10	80
5	27,625102564979	-10	70
4	27,632055692852	-10	70
3	27,649868621081	-15	80
4	27,893447605172	-10	90
5	27,918601383433	-10	60
2	28,109448788723	-20	90
4	28,12577685791	-10	90
3	28,154293093985	-20	60
5	28,357167881428	-10	30
4	28,390371866212	-10	90
5	28,601684632307	-10	60
3	28,60715419428	-15	70
4	28,636685552662	-10	90
1	29,061734573343	-12	60
2	29,067281467696	-15	80
5	29,070172032953	-10	80
3	29,092594218624	-15	70
4	29,301954470575	-10	80
5	29,544674329326	-10	80
1	29,559282452056	-12	60
4	29,574518234954	-10	70
3	29,58397187634	-15	70
2	29,806221854715	-12	50
5	29,812236775199	-10	80
1	29,829343774819	-15	70
4	29,837394482744	-10	70
5	30,065034356902	-10	70
2	30,262443528755	-10	40
3	30,265959093304	-15	80
1	30,277754988545	-15	70
4	30,280334192066	-10	70
5	30,550864151474	-10	90
2	30,556411983303	-12	50
4	30,741789579609	-10	80
1	30,749289590963	-20	90
3	30,991071938351	-20	60
5	30,997322170643	-10	70
4	31,02669715241	-10	70
3	31,256370550019	-15	80
5	31,260743065812	-10	60
1	31,462293144715	-15	60
2	31,481355382771	-15	90
5	31,485573481526	-10	90
4	31,492449423072	-10	50
3	31,709544344314	-20	60
5	31,756807182138	-10	80
1	31,959216553513	-12	50
5	32,184593520841	-10	50
4	32,19389035516	-10	80
3	32,196780880709	-20	90
2	32,208889673611	-15	70
5	32,446921926793	-10	50
4	32,453329086495	-10	60
1	32,66159578901	-15	70
4	32,701752156513	-10	80
3	32,909706427439	-15	70
4	32,948456479936	-10	50
3	33,187504909768	-15	80
2	33,393271235437	-20	100
4	33,396239884247	-10	80
5	33,621850452552	-10	80
4	33,630366078972	-10	80
1	33,636147699719	-15	80
3	33,668882276484	-20	50
5	33,888397225553	-10	80
4	34,104399635855	-10	60
2	34,107055746583	-15	80
5	34,147366157955	-10	90
3	34,156353393201	-20	60
1	34,588589110874	-15	80
5	34,595385960962	-10	70
4	34,597886376936	-10	70
3	34,62132415101	-20	60
2	34,826934277954	-15	70
4	35,064185532821	-10	80
5	35,066763825056	-10	70
3	35,082779554206	-15	40
1	35,302202310893	-15	80
4	35,317842992151	-10	70
3	35,328966939194	-15	70
4	35,559703519328	-10	90
5	35,565015695647	-10	70
2	35,79476708581	-15	70
4	35,805235955776	-10	70
5	36,027409117704	-10	30
1	36,051781865455	-15	70
3	36,064128333277	-20	60
5	36,271613178	-10	90
2	36,502848812423	-15	80
3	36,53480232664	-15	10
5	36,552299337356	-10	90
4	36,558317722881	-10	80
1	36,783065465015	-12	60
4	36,981491717199	-10	60
5	36,98461659839	-10	60
3	36,99610112336	-15	80
4	37,260071116804	-10	90
5	37,270459644384	-10	80
1	37,461462830772	-10	40
2	37,472634753999	-15	80
5	37,514819797011	-10	90
4	37,708401476636	-10	70
3	37,723714138154	-20	60
5	37,941777622443	-10	80
5	37,988384678765	-10	80
4	37,996824705456	-10	60
1	38,182044498133	-12	70
3	38,207279182308	-15	70
2	38,221653122588	-15	80
5	38,425076825927	-10	50
4	38,439920631966	-10	60
3	38,680765636248	-15	80
2	38,90546975893	-12	50
4	38,920985457543	-10	60
3	38,944814187296	-15	80
1	39,141314693689	-15	80
5	39,144408497996	-10	70
4	39,177924200658	-10	80
3	39,18826494545	-15	80
5	39,401580535679	-10	80
2	39,621801420999	-15	70
4	39,636254560392	-10	60
1	39,868974629386	-15	80
3	39,879912205117	-15	70
5	39,892488837662	-10	70
4	40,107084982052	-10	80
5	40,154113838707	-10	90
3	40,157945192187	-20	60
1	40,357460316245	-12	40
5	40,581509211247	-10	80
3	40,584712299979	-15	80
4	40,593258430742	-10	70
2	40,60346217136	-15	80
4	40,845244795587	-10	90
5	40,860039286103	-10	60
1	41,077260556876	-12	60
4	41,105230416914	-10	70
3	41,310450096527	-20	60
5	41,320293409908	-10	60
2	41,330136922975	-15	70
4	41,541060707966	-10	90
3	41,597261506504	-20	50
1	41,781280663309	-12	50
4	41,80112438238	-10	100
4	42,030094317175	-10	90
2	42,038843821821	-15	70
5	42,045093185382	-10	50
4	42,27593924593	-10	80
5	42,306562456852	-10	80
3	42,503502844661	-15	70
4	42,533034221619	-10	60
5	42,765049936336	-10	80
3	42,77075448069	-15	80
4	42,985427073175	-10	60
2	42,999801638674	-15	80
5	43,011284945743	-10	90
3	43,226975068342	-20	60
1	43,235568690052	-15	90
5	43,258223298289	-10	80
4	43,271037791479	-10	60
3	43,498523594725	-15	70
1	43,704133921872	-20	90
5	43,724991893702	-10	70
4	43,741790059707	-10	70
2	43,951463080784	-20	90
3	43,966385197009	-15	70
5	43,98427333402	-10	80
4	44,187964005801	-10	70
3	44,432840478736	-15	80
5	44,440887099943	-10	50
4	44,447918507471	-10	80
5	44,70290207626	-10	60
4	44,717826036806	-10	90
1	44,901170801062	-15	80
3	44,907342600741	-20	50
2	44,930232677785	-15	80
5	45,165842967845	-10	60
4	45,178343901215	-10	50
3	45,187641316284	-15	80
5	45,426686466609	-10	80
1	45,630971024024	-15	80
4	45,647689965206	-10	70
4	45,861112908024	-10	90
3	45,86517539491	-15	80
2	45,868300502889	-20	90
5	45,901267877443	-10	50
1	46,114692682566	-12	40
5	46,138909121043	-10	80
4	46,353740227994	-10	60
3	46,373506364468	-20	60
5	46,395300461962	-10	60
5	46,820664450476	-10	60
2	46,829648875456	-20	90
4	46,832305100889	-10	60
3	46,843164752308	-20	60
1	46,875270109087	-15	80
4	47,10307195586	-10	60
5	47,114866063569	-10	50
4	47,328135604434	-10	80
3	47,34571407728	-15	80
1	47,574680981629	-12	60
5	47,597727698122	-10	60
2	47,780684728909	-15	80
3	47,790450420077	-15	70
4	47,792950332938	-10	60
5	48,032232194097	-10	70
4	48,056998475297	-10	70
3	48,0774985454	-20	50
1	48,264562028254	-12	50
5	48,277451995122	-10	60
4	48,500641337719	-10	70
5	48,546420311243	-10	80
3	48,74179873036	-15	20
2	48,74484563307	-20	90
1	48,751095429523	-15	70
4	48,983737412947	-10	70
3	48,998347005513	-15	70
5	49,006939245655	-10	70
4	49,242082350564	-10	80
3	49,261848566368	-20	60
5	49,711193720489	-10	70
2	49,718146945658	-20	100
4	49,724865930815	-10	80
3	49,734397651049	-20	60
1	49,742909392089	-20	90
5	49,977974694269	-10	80
4	50,200540125256	-10	50
5	50,211476115747	-10	90
3	50,236790893971	-20	50
1	50,465678925286	-15	80
5	50,475679141975	-10	60
4	50,661214310704	-10	40
2	50,663948715514	-15	80
4	50,901356099076	-10	80
5	50,904012351692	-10	60
3	50,911824989973	-20	90
5	51,162825040598	-10	50
4	51,172044880398	-10	80
1	51,388358113029	-15	80
4	51,414139797666	-10	90
2	51,624390840889	-20	100
3	51,649359890274	-15	40
4	51,657875287454	-10	90
5	51,668420599569	-10	90
4	51,89872025905	-10	80
5	52,104643151763	-10	10
4	52,147846409181	-10	80
5	52,376111563813	-10	90
1	52,585395694079	-20	100
4	52,599536183448	-10	50
2	52,611488483156	-20	90
5	52,633752255474	-10	90
3	52,853271961277	-15	70
5	53,064507071684	-10	40
4	53,067007195251	-10	60
3	53,08247626034	-15	80
5	53,307070663881	-10	60
2	53,320898489021	-15	60
4	53,355508559975	-10	60
5	53,543931353967	-10	80
3	53,559196698417	-20	60
1	53,580257105801	-20	90
4	53,836026522528	-10	60
5	54,02038687707	-10	70
2	54,034136962816	-15	70
3	54,051012209416	-15	70
5	54,267013262578	-10	80
4	54,279981840786	-10	60
1	54,295213395698	-15	30
4	54,516091627744	-10	90
3	54,52246756654	-20	50
5	54,740499751826	-10	70
2	54,742999713288	-12	30
1	54,774248007381	-12	60
3	54,782922124677	-15	80
2	55,021109707683	-10	40
3	55,035095430789	-20	90
4	55,230783330915	-10	50
5	55,23648612435	-10	70
1	55,252733934149	-15	70
4	55,503972118526	-10	80
3	55,700129379513	-15	80
4	55,744738908067	-10	90
2	55,944646245375	-12	80
3	55,951833642762	-15	70
5	55,994487332474	-10	80
1	56,185334548791	-20	90
3	56,19361623738	-20	90
4	56,4201641233	-10	50
5	56,467584089777	-10	60
4	56,688274722079	-10	70
3	56,697884567387	-20	60
2	56,7170234174	-15	80
1	56,903494650392	-15	80
5	56,926696386582	-10	60
4	56,954588527119	-10	70
3	57,16488669888	-15	30
5	57,175978489137	-10	80
3	57,42268502197	-15	70
5	57,435337972928	-10	90
4	57,627123084676	-10	60
2	57,649622405202	-15	80
5	57,86007737144	-10	80
1	57,893668966109	-15	70
3	57,909453114317	-20	60
4	57,912343123358	-10	90
5	58,13818614901	-10	90
2	58,340282824253	-12	60
4	58,343720313989	-10	50
4	58,582846467721	-10	100
3	58,589330852814	-20	60
1	58,626671227398	-20	90
5	58,823456936054	-10	80
4	58,864316544376	-10	60
2	59,063051968559	-12	60
3	59,069926906479	-20	60
5	59,110471463603	-10	60
4	59,302881219815	-10	70
3	59,54786670287	-20	60
1	59,564115074513	-20	100
3	59,785742868038	-15	80
2	59,814023368637	-15	80
4	59,823711822674	-10	60
5	60,031431203562	-10	70
3	60,076666653905	-15	80
4	60,260479619568	-10	80
1	60,284307309454	-15	30
5	60,301961973763	-10	60
3	60,500777644103	-12	20
2	60,548042118986	-12	60
4	60,555309103879	-10	80
5	60,743809910971	-10	70
1	60,779901494174	-12	40
3	60,992545538573	-15	70
4	61,015123827806	-10	70
5	61,026528616077	-10	80
2	61,237296340388	-10	40
1	61,245576246214	-12	50
4	61,267218810406	-10	70
5	61,27385662645	-10	90
4	61,514235643861	-10	70
3	61,705549140781	-20	50
2	61,714846049103	-12	50
5	61,723282380523	-10	70
4	61,942722144839	-10	20
1	61,964987281828	-15	80
5	61,990454772385	-10	70
4	62,191848353582	-10	90
3	62,207551691795	-20	60
5	62,432536333693	-10	20
3	62,438084114649	-20	90
4	62,666663137584	-10	50
2	62,673303516059	-15	80
1	62,679786828305	-15	70
5	62,703301772436	-10	60
4	62,936414433961	-10	80
3	62,944149133736	-20	60
5	62,95617714408	-10	60
1	63,386151159259	-15	70
4	63,392322912462	-10	40
2	63,425759592545	-15	80
5	63,435835849407	-10	40
4	63,631058450349	-10	80
4	63,662933577119	-10	80
5	63,865418685978	-10	70
4	64,099701369924	-10	60
5	64,121653394011	-10	80
3	64,141342597806	-15	80
1	64,340780769691	-15	80
2	64,348749473479	-15	80
4	64,361718237397	-10	70
3	64,585328586857	-20	50
4	64,602563091474	-10	80
5	64,615920937422	-10	70
5	64,868406263558	-10	90
2	65,065815254716	-12	50
4	65,069018525402	-10	80
3	65,077534227399	-15	40
1	65,110187029263	-12	60
4	65,313769741388	-10	80
5	65,331190006926	-10	70
2	65,331377506926	-10	40
3	65,549849033496	-20	60
4	65,57117720146	-10	60
1	65,785225261008	-15	80
5	65,797490656651	-10	80
3	65,828897775708	-20	60
4	66,034116943497	-10	60
2	66,060912921302	-12	70
5	66,260040008588	-10	60
4	66,275118141728	-10	80
1	66,508541549504	-12	60
3	66,515572519344	-15	40
4	66,527291235017	-10	70
2	66,547320184234	-12	50
3	66,74212045403	-15	80
5	66,744776799008	-10	70
4	66,985387226371	-10	80
3	67,002106303794	-15	70
5	67,022104013098	-10	60
1	67,232169378676	-15	70
2	67,245372152916	-12	50
5	67,259511755615	-10	90
4	67,262326012131	-10	60
3	67,477624180324	-12	40
4	67,491061531909	-10	80
4	67,735187698397	-10	90
3	67,942516896798	-15	80
1	67,969467827101	-12	50
4	67,990173303466	-10	70
2	68,179377413175	-15	90
5	68,182971314298	-10	70
3	68,224768709447	-15	70
4	68,419362946443	-10	50
5	68,442565048245	-10	80
1	68,663254796657	-15	80
3	68,69398801754	-20	50
4	68,700207993538	-10	80
2	68,912380606755	-15	80
5	68,9287084795	-10	90
3	68,937850112513	-20	50
4	69,142835198135	-10	60
5	69,179005184606	-10	90
3	69,388836477131	-15	40
4	69,619368765935	-10	80
3	69,634290868344	-15	80
5	69,639992807397	-10	60
1	69,657490892961	-15	80
4	69,672493960804	-10	80
2	69,869432230511	-15	80
3	69,908339399179	-15	70
5	70,102777362966	-10	80
1	70,108870477907	-12	50
4	70,149288990769	-10	40
5	70,350965653052	-10	50
3	70,353934948222	-15	70
4	70,582592161482	-10	80
2	70,585560820072	-12	60
5	70,588763872718	-10	60
3	70,626577258771	-15	70
1	71,059594547375	-15	90
3	71,072328941629	-15	70
4	71,082407075855	-10	80
5	71,085218273117	-10	60
2	71,323017025386	-15	80
5	71,326610866233	-10	80
4	71,338720794435	-10	60
3	71,57097212371	-20	90
4	71,780097988335	-10	60
5	71,786347825376	-10	60
1	71,786722825376	-12	60
4	72,019146030798	-10	70
2	72,025239818076	-12	60
3	72,027818017322	-15	30
5	72,072815313629	-10	70
4	72,310459878082	-10	50
1	72,527318622618	-12	60
4	72,554273553481	-10	80
5	72,742227607355	-10	50
2	72,763555346448	-12	60
3	72,979088184417	-15	70
4	73,009244547271	-10	90
5	73,030960637829	-10	80
3	73,035104565784	-20	90
1	73,251102627209	-12	60
5	73,488432883946	-10	60
2	73,49249611592	-15	70
4	73,702404184963	-10	60
3	73,732482811513	-15	80
5	73,73646528608	-10	90
1	73,947077310258	-12	60
3	73,9930936443	-15	70
4	74,18503152456	-10	60
5	74,225888672937	-10	30
2	74,426032745061	-20	90
4	74,428610799399	-10	70
4	74,462126574925	-10	90
1	74,663361718712	-12	60
3	74,675158887644	-20	50
5	74,69015729077	-10	70
5	74,926940079229	-10	90
2	74,937096596078	-15	40
3	74,952567076181	-20	60
4	75,139114286654	-10	50
5	75,17153465811	-10	70
3	75,381599866182	-20	90
1	75,391755314928	-12	50
4	75,418631215467	-10	70
2	75,42550489132	-15	70
3	75,658148417224	-15	40
5	75,664239540694	-10	60
4	75,905477296886	-10	80
5	76,103118877781	-10	70
2	76,140539976143	-12	60
4	76,147962861645	-10	60
3	76,339120101178	-15	80
1	76,361697674668	-15	70
5	76,375056687636	-10	80
4	76,585542747577	-10	50
5	76,619494360752	-10	70
4	76,857060067492	-10	70
3	76,86331056542	-15	70
2	77,058842354584	-15	90
1	77,073217801455	-15	80
5	77,084388162531	-10	60
4	77,093139304456	-10	80
3	77,31729614808	-15	80
5	77,349216133595	-10	80
4	77,544750914191	-10	70
5	77,586389267143	-10	80
1	77,801610100589	-12	60
4	77,804345918989	-10	60
3	77,810049318581	-20	60
2	77,830125791569	-15	80
5	78,019409546423	-10	60
5	78,259082569612	-10	70
3	78,291973680742	-20	60
4	78,30262837234	-10	60
5	78,51570789408	-10	70
2	78,526255170965	-15	70
4	78,555396416135	-10	60
1	78,769287092317	-15	90
5	78,771942617651	-10	90
4	78,795225682309	-10	80
3	78,979664143792	-15	30
5	79,031146037988	-10	80
1	79,225664872447	-12	40
3	79,260459484087	-20	50
4	79,267071688951	-10	40
2	79,459244633704	-12	60
5	79,482369269608	-10	70
3	79,497135802665	-15	70
4	79,745324062529	-10	70
1	79,947730658081	-15	90
2	79,950309509838	-15	70
3	79,977809916656	-12	30
4	79,987653313416	-10	90
5	80,204434500602	-10	40
4	80,218263877008	-10	90
5	80,470200430256	-10	90
4	80,475593231395	-10	70
3	80,689875633284	-12	60
2	80,714092836415	-15	80
5	80,912204863226	-10	80
4	80,918251308162	-10	50
3	80,93059544763	-15	90
1	80,941732574993	-15	80
5	81,188438368081	-10	70
2	81,381081991786	-12	40
4	81,384128911041	-10	90
3	81,40936357291	-15	70
4	81,643255130789	-10	90
5	81,664893476665	-10	50
1	81,858631275195	-15	80
3	81,896834953953	-15	80
5	81,904800815762	-10	80
4	82,10166367073	-10	90
2	82,112679439432	-15	70
5	82,338867955364	-10	60
3	82,350789876998	-15	80
4	82,356024258759	-10	70
1	82,597805321995	-15	70
5	82,616242648634	-10	70
4	82,619681735517	-10	80
2	82,833885594878	-12	60
4	83,059183945191	-10	50
1	83,059371445191	-12	60
3	83,079418547109	-20	90
5	83,113322317092	-10	50
4	83,301856984566	-10	80
3	83,32057607181	-15	20
2	83,55165511498	-12	50
3	83,57103045957	-20	50
4	83,575170786449	-10	70
5	83,586653593898	-10	60
5	83,825700843117	-10	80
1	84,044280300808	-15	80
2	84,258877285766	-15	90
4	84,273955427598	-10	90
3	84,277002283339	-15	80
5	84,280127022307	-10	60
5	84,738535863566	-10	80
3	84,754004788283	-15	70
4	84,760020285889	-10	70
2	84,78212868085	-12	50
1	84,995785701278	-20	90
4	85,019380899039	-10	90
5	85,221741136685	-10	60
3	85,245772953793	-15	70
4	85,255724608191	-10	80
2	85,458492472237	-12	50
4	85,483648800837	-10	80
5	85,495678487162	-10	70
3	85,729524104389	-15	80
5	85,732382752478	-10	90
1	85,956853323437	-20	100
4	85,971510526923	-10	60
5	85,97830532494	-10	90
5	86,200635559994	-10	90
4	86,421168999586	-10	50
3	86,423825214091	-15	70
2	86,438356457747	-15	80
4	86,670951103577	-10	80
5	86,688262763088	-10	60
1	86,711463477428	-15	60
3	86,920749755081	-15	70
5	86,93785700163	-10	70
2	86,943638875155	-12	50
4	86,946530872793	-10	80
5	87,17885796455	-10	80
4	87,389470497406	-10	60
1	87,392049044765	-15	70
3	87,419783617346	-15	70
5	87,641173684621	-10	60
2	87,643986722568	-15	70
3	87,86225408132	-15	70
4	87,86244158132	-10	70
5	87,905221400393	-10	70
1	88,107785889155	-12	50
3	88,136488023799	-15	70
5	88,142549986354	-10	90
2	88,151144506484	-12	50
4	88,361209576431	-10	40
5	88,390738411176	-10	80
1	88,581429517469	-12	60
4	88,625023379718	-10	70
3	88,627602081013	-12	40
5	88,827898960102	-10	70
2	88,830399110359	-15	80
4	89,067181798148	-10	60
3	89,069681962834	-15	70
5	89,300839221642	-10	60
4	89,324120551777	-10	90
3	89,334433445676	-15	70
1	89,554729969125	-15	70
5	89,56769827833	-10	50
4	89,587699930799	-10	80
2	89,80448182675	-20	90
4	90,018061452573	-10	80
3	90,037045994873	-15	80
5	90,042669679476	-10	40
5	90,280077151311	-10	90
4	90,306640869118	-10	70
2	90,502251317767	-15	70
3	90,522329669789	-12	30
5	90,541624237632	-10	80
4	90,752939997062	-10	60
1	90,789186982693	-20	100
5	90,979253681639	-10	70
3	90,992144422527	-15	80
4	91,231036010616	-10	70
2	91,458443454476	-20	90
5	91,461568388115	-10	80
3	91,482506262856	-20	90
4	91,502506074418	-10	80
1	91,514689117698	-15	40
5	91,939352095352	-10	80
4	91,964039601508	-10	70
1	91,976772139288	-12	30
3	91,980055747885	-15	70
5	92,2126179587	-10	60
4	92,2128054587	-10	80
2	92,231992406294	-15	80
3	92,438620246401	-12	40
4	92,658371129347	-10	80
1	92,66926141225	-15	90
5	92,69766649542	-10	60
3	92,70735622916	-15	90
2	92,923121744118	-12	60
4	92,926247336476	-10	60
5	92,952572675512	-10	70
5	93,378718426498	-10	70
1	93,390046609683	-12	60
3	93,403015363132	-15	80
4	93,631907019637	-10	70
5	93,650031066295	-10	80
2	93,858376971124	-15	80
4	93,86572071845	-10	80
4	93,910017764327	-10	100
3	94,129643842017	-15	70
4	94,147503292768	-10	80
1	94,337801169647	-15	80
5	94,377096122582	-10	60
4	94,388348210739	-10	70
2	94,583802224085	-12	60
3	94,60934964394	-20	50
4	94,829569149398	-10	70
5	94,852849058898	-10	70
3	94,855585293081	-15	70
1	95,099864638285	-12	50
3	95,303915119126	-15	70
4	95,306805802852	-10	80
2	95,537806981352	-15	90
4	95,556713277856	-10	60
5	95,559212351428	-10	50
1	95,798260194215	-15	90
5	95,816618752357	-10	70
4	95,824745804853	-10	70
3	95,833183708612	-15	70
4	96,25784171487	-10	50
3	96,263388566177	-15	80
5	96,278153331528	-10	80
2	96,505014829111	-15	80
1	96,518138288467	-12	60
4	96,544077414811	-10	60
5	96,546731272312	-10	80
3	96,759063100109	-15	70
5	96,791169528915	-10	60
4	96,996938963695	-10	70
2	97,024516271577	-15	70
3	97,230596423393	-20	60
5	97,2457513576	-10	70
1	97,252937569931	-15	90
3	97,499332501988	-15	70
5	97,506595993009	-10	90
4	97,698536195691	-10	70
2	97,698723695691	-12	50
5	97,746268131862	-10	80
3	97,948053123124	-15	70
4	97,956099919859	-10	80
1	97,971176282363	-12	40
4	98,221632435759	-10	80
2	98,424586632447	-15	80
5	98,457007174731	-10	50
1	98,660978290047	-15	90
4	98,676994051238	-10	80
3	98,679650479773	-20	100
5	98,903151155247	-10	70
4	98,91916703236	-10	90
3	99,137590054518	-20	60
2	99,161261733255	-12	60
4	99,176105826982	-10	80
4	99,420544451993	-10	90
3	99,617717380007	-15	80
5	99,659121690121	-10	60
1	99,861218674188	-15	70
4	99,878640490862	-10	70
5	99,89059247666	-10	80
2	100,106438648628	-15	90
4	100,140501111022	-10	90
3	100,337673996878	-15	70
5	100,34986170291	-10	60
1	100,371733869236	-15	80
4	100,580784545713	-10	60
5	100,617267094571	-10	80
4	100,817879453885	-10	70
3	100,855848548754	-15	70
4	1,278737158721	-10	40
5	1,481148888894	-10	60
3	1,50013339987	-20	60
4	1,743174857532	-10	70
2	1,766141515165	-15	70
1	1,95605651718	-12	50
4	1,987543166091	-10	80
3	2,200111646072	-15	80
4	2,209487926891	-10	80
5	2,24222139884	-10	80
1	2,464009325741	-15	70
4	2,672987969534	-10	80
2	2,688065973676	-15	80
5	2,697128729354	-10	70
4	2,918840298018	-10	90
3	2,924777735049	-15	80
1	2,954853915882	-12	50
5	3,157504748951	-10	50
4	3,195007465191	-10	50
3	3,390388180685	-20	90
5	3,414294583669	-10	90
2	3,442184894052	-15	70
1	3,6395528382	-12	50
4	3,65202298525	-10	70
3	3,879045731906	-15	70
5	3,901936422712	-10	50
4	3,923188522395	-10	50
2	4,350203156722	-15	80
5	4,353015644363	-10	80
3	4,370125203043	-15	80
4	4,376532769562	-10	70
5	4,612696134833	-10	100
4	4,621838580047	-10	70
1	4,63300654177	-15	90
3	4,880111163949	-15	70
2	5,070369034679	-12	60
5	5,081353385378	-10	80
4	5,083854129239	-10	80
4	5,326190765848	-10	90
5	5,365018545851	-10	70
1	5,552823440036	-15	80
3	5,583448771727	-15	80
4	5,586263059125	-10	80
5	5,812035119648	-10	50
2	5,846644186082	-15	80
3	6,035230948262	-12	40
5	6,049996658118	-10	90
4	6,061717283573	-10	60
4	6,323039586342	-10	50
1	6,513107149059	-15	80
3	6,517013326991	-15	80
2	6,749974948217	-12	60
4	6,753646736582	-10	70
5	6,770756249323	-10	80
4	7,014500363883	-10	80
1	7,032622644597	-12	50
3	7,248945135986	-20	90
4	7,267619061939	-10	50
5	7,271366986014	-10	60
2	7,475890872364	-15	90
5	7,523391259269	-10	80
4	7,525894351674	-10	70
1	7,748459937641	-12	60
3	7,950173336437	-15	70
4	7,978925174149	-10	80
5	7,9824391341	-10	70
3	8,227041565727	-20	90
4	8,430393272932	-10	50
2	8,43312770643	-20	90
5	8,43570586059	-10	80
1	8,67272985573	-15	80
5	8,681479908743	-10	80
4	8,715779616249	-10	70
3	8,918816385126	-20	50
5	8,963973088117	-10	40
4	9,150840404659	-10	80
3	9,173106344362	-20	60
2	9,179824770766	-15	80
4	9,394145712516	-10	80
1	9,437628052225	-15	80
5	9,645357439697	-10	70
3	9,650670069713	-20	60
5	9,889256543723	-10	90
4	9,898633030191	-10	80
2	10,123780460584	-15	80
3	10,132061793922	-15	70
5	10,132249293922	-10	80
4	10,360335803326	-10	60
1	10,371898102707	-15	80
5	10,401117388124	-10	70
3	10,5956410897	-15	80
2	10,636578472319	-12	60
5	10,839305700773	-10	60
4	10,852743641805	-10	80
1	11,070079826513	-12	60
3	11,079376759242	-20	60
4	11,115551325819	-10	90
5	11,313275715039	-10	70
2	11,36390055054	-12	60
5	11,559596714032	-10	80
4	11,567487859694	-10	80
